industry,stockID,ticker,name,link
Textile,624,HFL,Hamid Fabrics Limited,http://lankabd.com/dse/stock-market/HFL/hamid-fabrics-limited/financial-statements?companyId=348&stockId=624
Textile,163,ANLIMAYARN,Anlima Yarn Dyeing Limited,http://lankabd.com/dse/stock-market/ANLIMAYARN/anlima-yarn-dyeing-limited/financial-statements?companyId=163&stockId=163
Insurance,231,UNITEDINS,United Insurance Company Ltd.,http://lankabd.com/dse/stock-market/UNITEDINS/united-insurance-company-ltd./financial-statements?companyId=231&stockId=231
Bank,17,DHAKABANK,Dhaka Bank Limited,http://lankabd.com/dse/stock-market/DHAKABANK/dhaka-bank-limited/financial-statements?companyId=17&stockId=17
IT Sector,297,AAMRATECH,Aamra Technologies Limited,http://lankabd.com/dse/stock-market/AAMRATECH/aamra-technologies-limited/financial-statements?companyId=312&stockId=297
Food & Allied,94,GEMINISEA,Gemini Sea Food Limited,http://lankabd.com/dse/stock-market/GEMINISEA/gemini-sea-food-limited/financial-statements?companyId=94&stockId=94
Engineering,286,GPHISPAT,GPH Ispat Limited,http://lankabd.com/dse/stock-market/GPHISPAT/gph-ispat-limited/financial-statements?companyId=299&stockId=286
Fuel & Power,106,JAMUNAOIL,Jamuna Oil Company Limited,http://lankabd.com/dse/stock-market/JAMUNAOIL/jamuna-oil-company-limited/financial-statements?companyId=106&stockId=106
Bank,30,ONEBANKLTD,One Bank Limited,http://lankabd.com/dse/stock-market/ONEBANKLTD/one-bank-limited/financial-statements?companyId=30&stockId=30
Food & Allied,96,MEGHNAPET,Meghna Pet Industries Limited,http://lankabd.com/dse/stock-market/MEGHNAPET/meghna-pet-industries-limited/financial-statements?companyId=96&stockId=96
Food & Allied,97,NTC,National Tea Company Limited,http://lankabd.com/dse/stock-market/NTC/national-tea-company-limited/financial-statements?companyId=97&stockId=97
