industry,stockID,ticker,name,link
Jute,118,JUTESPINN,Jute Spinners Limited,http://lankabd.com/dse/stock-market/JUTESPINN/jute-spinners-limited/financial-statements?companyId=118&stockId=118
Miscellaneous,128,SINOBANGLA,Sinobangla Industries Limited,http://lankabd.com/dse/stock-market/SINOBANGLA/sinobangla-industries-limited/financial-statements?companyId=128&stockId=128
Engineering,286,GPHISPAT,GPH Ispat Limited,http://lankabd.com/dse/stock-market/GPHISPAT/gph-ispat-limited/financial-statements?companyId=299&stockId=286
Miscellaneous,625,NFML,National Feed Mill Limited,http://lankabd.com/dse/stock-market/NFML/national-feed-mill-limited/financial-statements?companyId=349&stockId=625
Insurance,225,RUPALIINS,Rupali Insurance Company Limited,http://lankabd.com/dse/stock-market/RUPALIINS/rupali-insurance-company-limited/financial-statements?companyId=225&stockId=225
Fuel & Power,275,CVOPRL,CVO PETROCHEMICAL REFINERY LIMITED,http://lankabd.com/dse/stock-market/CVOPRL/cvo-petrochemical-refinery-limited/financial-statements?companyId=288&stockId=275
Pharmaceuticals & Chemicals,304,GHCL,Global Heavy Chemicals Limited,http://lankabd.com/dse/stock-market/GHCL/global-heavy-chemicals-limited/financial-statements?companyId=316&stockId=304
Textile,633,TOSRIFA,Tosrifa Industries Limited,http://lankabd.com/dse/stock-market/TOSRIFA/tosrifa-industries-limited/financial-statements?companyId=357&stockId=633
Miscellaneous,127,SAVAREFR,Savar Refractories Limited,http://lankabd.com/dse/stock-market/SAVAREFR/savar-refractories-limited/financial-statements?companyId=127&stockId=127
Food & Allied,99,SHYAMPSUG,Shyampur Sugar Mills Limited,http://lankabd.com/dse/stock-market/SHYAMPSUG/shyampur-sugar-mills-limited/financial-statements?companyId=99&stockId=99
Textile,652,PDL,Pacific Denims Limited,http://lankabd.com/dse/stock-market/PDL/pacific-denims-limited/financial-statements?companyId=375&stockId=652
Insurance,193,CITYGENINS,City General Insurance Company Limited,http://lankabd.com/dse/stock-market/CITYGENINS/city-general-insurance-company-limited/financial-statements?companyId=193&stockId=193
Textile,181,SAIHAMTEX,Saiham Textile Mills Limited,http://lankabd.com/dse/stock-market/SAIHAMTEX/saiham-textile-mills-limited/financial-statements?companyId=181&stockId=181
Engineering,634,OAL,Olympic Accessories Limited,http://lankabd.com/dse/stock-market/OAL/olympic-accessories-limited/financial-statements?companyId=358&stockId=634
Bank,22,ICBIBANK,ICB Islamic Bank Limited,http://lankabd.com/dse/stock-market/ICBIBANK/icb-islamic-bank-limited/financial-statements?companyId=22&stockId=22
Engineering,42,AFTABAUTO,Aftab Automobiles Limited,http://lankabd.com/dse/stock-market/AFTABAUTO/aftab-automobiles-limited/financial-statements?companyId=42&stockId=42
Insurance,229,STANDARINS,Standard Insurance Limited,http://lankabd.com/dse/stock-market/STANDARINS/standard-insurance-limited/financial-statements?companyId=229&stockId=229
Textile,168,DELTASPINN,Delta Spinners Limited,http://lankabd.com/dse/stock-market/DELTASPINN/delta-spinners-limited/financial-statements?companyId=168&stockId=168
Pharmaceuticals & Chemicals,133,ACTIVEFINE,Active Fine Chemicals Limited,http://lankabd.com/dse/stock-market/ACTIVEFINE/active-fine-chemicals-limited/financial-statements?companyId=133&stockId=133
Food & Allied,274,RDFOOD,Rangpur Dairy & Food Products Limited,http://lankabd.com/dse/stock-market/RDFOOD/rangpur-dairy-&-food-products-limited/financial-statements?companyId=276&stockId=274
Insurance,210,NORTHRNINS,Northern General Insurance Co. Ltd.,http://lankabd.com/dse/stock-market/NORTHRNINS/northern-general-insurance-co.-ltd./financial-statements?companyId=210&stockId=210
Engineering,620,RSRMSTEEL,Ratanpur Steel Re-Rolling Mills Limited,http://lankabd.com/dse/stock-market/RSRMSTEEL/rsrmsteel/financial-statements?companyId=344&stockId=620
Financial Institutions,77,MIDASFIN,MIDAS Financing Limited,http://lankabd.com/dse/stock-market/MIDASFIN/midas-financing-limited/financial-statements?companyId=77&stockId=77
Insurance,228,SONARBAINS,Sonar Bangla Insurance Limited,http://lankabd.com/dse/stock-market/SONARBAINS/sonar-bangla-insurance-limited/financial-statements?companyId=228&stockId=228
Financial Institutions,71,ICB,Investment Corporation of Bangladesh,http://lankabd.com/dse/stock-market/ICB/investment-corporation-of-bangladesh/financial-statements?companyId=71&stockId=71
Insurance,191,BGIC,Bangladesh General Insurance Company Ltd.,http://lankabd.com/dse/stock-market/BGIC/bangladesh-general-insurance-company-ltd.-/financial-statements?companyId=191&stockId=191
Insurance,217,PRAGATILIF,Pragati Life Insurance Limited,http://lankabd.com/dse/stock-market/PRAGATILIF/pragati-life-insurance-limited/financial-statements?companyId=217&stockId=217
Insurance,201,GLOBALINS,Global Insurance Ltd.,http://lankabd.com/dse/stock-market/GLOBALINS/global-insurance-ltd./financial-statements?companyId=201&stockId=201
Financial Institutions,73,ILFSL,International Leasing & Financial Services Limited,http://lankabd.com/dse/stock-market/ILFSL/international-leasing-&-financial-services-limited/financial-statements?companyId=73&stockId=73
Financial Institutions,65,BAYLEASING,Bay Leasing & Investment Limited,http://lankabd.com/dse/stock-market/BAYLEASING/bay-leasing-&-investment-limited/financial-statements?companyId=65&stockId=65
Textile,179,RNSPIN,R.N. Spinning Mills Limited,http://lankabd.com/dse/stock-market/RNSPIN/r.n.-spinning-mills-limited/financial-statements?companyId=179&stockId=179
Pharmaceuticals & Chemicals,567,CENTRALPHL,Central Pharmaceuticals Limited,http://lankabd.com/dse/stock-market/CENTRALPHL/centralphl/financial-statements?companyId=329&stockId=567
